S010108-v3.zip 0.00 mins
S010208-v3.zip 21.55 mins
S010308-v3.zip 19.52 mins
S010408-v3.zip 23.50 mins
S010708-v3.zip 26.14 mins
S010808-v3.zip 27.55 mins
S010908-v3.zip 29.48 mins
S011008-v3.zip 32.72 mins
S011108-v3.zip 26.88 mins
S011408-v3.zip 21.19 mins
S011508-v3.zip 25.72 mins
S011608-v3.zip 31.97 mins
S011708-v3.zip 32.19 mins
S011808-v3.zip 33.94 mins
S012108-v3.zip 0.01 mins
S012208-v3.zip 42.53 mins
S012308-v3.zip 43.41 mins
S012408-v3.zip 0.0 mins(error)
S012508-v3.zip 34.37 mins
S012808-v3.zip 30.22 mins
S012908-v3.zip 25.80 mins
S013008-v3.zip 30.73 mins
S013108-v3.zip 36.18 mins
S020108-v3.zip 30.78 mins
S020408-v3.zip 24.38 mins
S020508-v3.zip 31.41 mins
S020608-v3.zip 28.10 mins
S020708-v3.zip 34.57 mins
S020808-v3.zip 29.63 mins
S021108-v3.zip 28.33 mins
S021208-v3.zip 29.88 mins
S021308-v3.zip 29.41 mins
S021408-v3.zip 29.77 mins
S021508-v3.zip 25.25 mins
S021808-v3.zip 0.01 mins
S021908-v3.zip 26.49 mins
S022008-v3.zip 31.08 mins
S022108-v3.zip 28.67 mins
S022208-v3.zip 29.27 mins
S022508-v3.zip 30.67 mins
S022608-v3.zip 29.74 mins
S022708-v3.zip 27.00 mins
S022808-v3.zip 28.50 mins
S022908-v3.zip 29.77 mins
S030308-v3.zip 30.26 mins
S030408-v3.zip 35.94 mins
S030508-v3.zip 34.44 mins
S030608-v3.zip 31.35 mins
S030708-v3.zip 36.74 mins
S031008-v3.zip 30.55 mins
S031108-v3.zip 33.55 mins
S031208-v3.zip 29.88 mins
S031308-v3.zip 39.58 mins
S031408-v3.zip 46.40 mins
S031708-v3.zip 43.18 mins
S031808-v3.zip 33.63 mins
S031908-v3.zip 35.01 mins
S032008-v3.zip 29.73 mins
S032108-v3.zip 0.01 mins
S032408-v3.zip 24.04 mins
S032508-v3.zip 27.08 mins
S032608-v3.zip 25.42 mins
S032708-v3.zip 28.71 mins
S032808-v3.zip 24.14 mins
S033108-v3.zip 23.62 mins
S040108-v3.zip 26.85 mins
S040208-v3.zip 28.88 mins
S040308-v3.zip 24.76 mins
S040408-v3.zip 25.28 mins
S040708-v3.zip 22.28 mins
S040808-v3.zip 23.33 mins
S040908-v3.zip 24.65 mins
S041008-v3.zip 22.50 mins
S041108-v3.zip 23.25 mins
S041408-v3.zip 19.89 mins
S041508-v3.zip 21.22 mins
S041608-v3.zip 21.36 mins
S041708-v3.zip 23.03 mins
S041808-v3.zip 25.52 mins
S042108-v3.zip 20.06 mins
S042208-v3.zip 22.41 mins
S042308-v3.zip 21.76 mins
S042408-v3.zip 24.54 mins
S042508-v3.zip 21.79 mins
S042808-v3.zip 18.49 mins
S042908-v3.zip 19.11 mins
S043008-v3.zip 25.23 mins
S050108-v3.zip 23.34 mins
S050208-v3.zip 23.23 mins
S050508-v3.zip 19.91 mins
S050608-v3.zip 21.37 mins
S050708-v3.zip 22.82 mins
S050808-v3.zip 22.58 mins
S050908-v3.zip 18.89 mins
S051208-v3.zip 18.51 mins
S051308-v3.zip 21.55 mins
S051408-v3.zip 19.23 mins
S051508-v3.zip 21.20 mins
S051608-v3.zip 20.87 mins
S051908-v3.zip 20.74 mins
S052008-v3.zip 21.47 mins
S052108-v3.zip 25.53 mins
S052208-v3.zip 23.23 mins
S052308-v3.zip 22.89 mins
S052608-v3.zip 0.01 mins
S052708-v3.zip 20.91 mins
S052808-v3.zip 21.36 mins
S052908-v3.zip 22.57 mins
S053008-v3.zip 19.21 mins
S060208-v3.zip 22.17 mins
S060308-v3.zip 26.53 mins
S060408-v3.zip 26.28 mins
S060508-v3.zip 23.33 mins
S060608-v3.zip 0.0 mins(error)
S060908-v3.zip 26.66 mins
S061008-v3.zip 29.80 mins
S061108-v3.zip 30.33 mins
S061208-v3.zip 29.08 mins
S061308-v3.zip 30.15 mins
S061608-v3.zip 24.71 mins
S061708-v3.zip 24.44 mins
S061808-v3.zip 27.14 mins
S061908-v3.zip 29.22 mins
S062008-v3.zip 26.29 mins
S062308-v3.zip 23.86 mins
S062408-v3.zip 26.97 mins
S062508-v3.zip 28.53 mins
S062608-v3.zip 29.22 mins
S062708-v3.zip 29.06 mins
S063008-v3.zip 27.00 mins
S070108-v3.zip 35.85 mins
S070208-v3.zip 31.13 mins
S070308-v3.zip 0.0 mins(error)
S070408-v3.zip 0.00 mins
S070708-v3.zip 33.57 mins
S070808-v3.zip 35.33 mins
S070908-v3.zip 31.17 mins
S071008-v3.zip 39.88 mins
S071108-v3.zip 43.27 mins
S071408-v3.zip 34.53 mins
S071508-v3.zip 43.58 mins
S071608-v3.zip 33.64 mins
S071708-v3.zip 35.67 mins
S071808-v3.zip 28.85 mins
S072108-v3.zip 26.40 mins
S072208-v3.zip 31.02 mins
S072308-v3.zip 33.63 mins
S072408-v3.zip 31.23 mins
S072508-v3.zip 27.90 mins
S072808-v3.zip 24.59 mins
S072908-v3.zip 26.91 mins
S073008-v3.zip 29.92 mins
S073108-v3.zip 29.11 mins
S080108-v3.zip 28.29 mins
S080408-v3.zip 25.25 mins
S080508-v3.zip 26.22 mins
S080608-v3.zip 24.03 mins
S080708-v3.zip 24.58 mins
S080808-v3.zip 24.00 mins
S081108-v3.zip 23.28 mins
S081208-v3.zip 24.01 mins
S081308-v3.zip 26.46 mins
S081408-v3.zip 25.02 mins
S081508-v3.zip 22.24 mins
S081808-v3.zip 22.82 mins
S081908-v3.zip 23.94 mins
S082008-v3.zip 25.91 mins
S082108-v3.zip 23.93 mins
S082208-v3.zip 20.49 mins
S082508-v3.zip 21.70 mins
S082608-v3.zip 21.47 mins
S082708-v3.zip 20.78 mins
S082808-v3.zip 20.73 mins
S082908-v3.zip 19.11 mins
S090108-v3.zip 0.01 mins
S090208-v3.zip 25.49 mins
S090308-v3.zip 26.35 mins
S090408-v3.zip 29.50 mins
S090508-v3.zip 32.90 mins
S090808-v3.zip 39.41 mins
S090908-v3.zip 37.21 mins
S091008-v3.zip 35.67 mins
S091108-v3.zip 39.31 mins
S091208-v3.zip 36.72 mins
S091508-v3.zip 42.83 mins
S091608-v3.zip 0.0 mins(error)
S091708-v3.zip 0.0 mins(error)
S091808-v3.zip 0.0 mins(error)
S091908-v3.zip 67.20 mins
S092208-v3.zip 38.87 mins
S092308-v3.zip 39.58 mins
S092408-v3.zip 31.49 mins
S092508-v3.zip 31.21 mins
S092608-v3.zip 30.87 mins
S092908-v3.zip 47.35 mins
S093008-v3.zip 0.0 mins(error)
S100108-v3.zip 31.00 mins
S100208-v3.zip 33.76 mins
S100308-v3.zip 47.39 mins
S100608-v3.zip 0.0 mins(error)
S100708-v3.zip 0.0 mins(error)
S100808-v3.zip 0.0 mins(error)
S100908-v3.zip 0.0 mins(error)
S101008-v3.zip 0.0 mins(error)
S101308-v3.zip 44.49 mins
S101408-v3.zip 0.0 mins(error)
S101508-v3.zip 0.0 mins(error)
S101608-v3.zip 0.0 mins(error)
S101708-v3.zip 0.0 mins(error)
S102008-v3.zip 47.50 mins
S102108-v3.zip 45.37 mins
S102208-v3.zip 51.74 mins
S102308-v3.zip 0.0 mins(error)
S102408-v3.zip 0.0 mins(error)
S102708-v3.zip 0.0 mins(error)
S102808-v3.zip 0.0 mins(error)
S102908-v3.zip 0.0 mins(error)
S103008-v3.zip 0.0 mins(error)
S103108-v3.zip 47.39 mins
S110308-v3.zip 31.18 mins
S110408-v3.zip 34.86 mins
S110508-v3.zip 39.79 mins
S110608-v3.zip 49.14 mins
S110708-v3.zip 41.96 mins
S111008-v3.zip 37.71 mins
S111108-v3.zip 46.46 mins
S111208-v3.zip 74.36 mins
