S091203-v2.zip 0.82 mins
S091503-v2.zip 0.80 mins
S091603-v2.zip 0.72 mins
S091703-v2.zip 0.72 mins
S091803-v2.zip 0.89 mins
S091903-v2.zip 0.68 mins
S092203-v2.zip 0.70 mins
S092303-v2.zip 0.66 mins
S092403-v2.zip 0.80 mins
S092503-v2.zip 0.79 mins
S092603-v2.zip 0.73 mins
S092903-v2.zip 0.79 mins
S093003-v2.zip 0.82 mins
S100103-v2.zip 0.80 mins
S100203-v2.zip 0.70 mins
S100303-v2.zip 0.82 mins
S100603-v2.zip 0.60 mins
S100703-v2.zip 0.84 mins
S100803-v2.zip 0.79 mins
S100903-v2.zip 0.76 mins
S101003-v2.zip 0.65 mins
S101303-v2.zip 0.57 mins
S101403-v2.zip 0.69 mins
S101503-v2.zip 0.74 mins
S101603-v2.zip 0.77 mins
S101703-v2.zip 0.77 mins
S102003-v2.zip 0.69 mins
S102103-v2.zip 0.71 mins
S102203-v2.zip 0.67 mins
S102303-v2.zip 0.76 mins
S102403-v2.zip 0.75 mins
S102703-v2.zip 0.65 mins
S102803-v2.zip 0.76 mins
S102903-v2.zip 0.77 mins
S103003-v2.zip 0.85 mins
S103103-v2.zip 0.86 mins
S110303-v2.zip 0.77 mins
S110403-v2.zip 0.91 mins
S110503-v2.zip 0.90 mins
S110603-v2.zip 0.92 mins
S110703-v2.zip 0.85 mins
S111003-v2.zip 0.77 mins
S111103-v2.zip 0.73 mins
S111203-v2.zip 0.82 mins
S111303-v2.zip 0.77 mins
S111403-v2.zip 0.79 mins
S111703-v2.zip 0.88 mins
S111803-v2.zip 0.90 mins
S111903-v2.zip 0.84 mins
S112003-v2.zip 0.93 mins
S112103-v2.zip 0.75 mins
S112403-v2.zip 0.75 mins
S112503-v2.zip 0.76 mins
S112603-v2.zip 0.79 mins
S112803-v2.zip 0.32 mins
S120103-v2.zip 0.83 mins
S120203-v2.zip 0.85 mins
S120303-v2.zip 0.97 mins
S120403-v2.zip 0.86 mins
S120503-v2.zip 0.88 mins
S120803-v2.zip 0.76 mins
S120903-v2.zip 0.84 mins
S121003-v2.zip 0.94 mins
S121103-v2.zip 0.96 mins
S121203-v2.zip 0.89 mins
S121503-v2.zip 1.03 mins
S121603-v2.zip 0.91 mins
S121703-v2.zip 0.86 mins
S121803-v2.zip 0.94 mins
S121903-v2.zip 0.89 mins
S122203-v2.zip 0.71 mins
S122303-v2.zip 0.74 mins
S122403-v2.zip 0.36 mins
S122503-v2.zip 0.13 mins
S122603-v2.zip 0.26 mins
S122903-v2.zip 0.70 mins
S123003-v2.zip 0.66 mins
S123103-v2.zip 0.65 mins
