S010103-v2.zip 0.00 mins
S010203-v2.zip 0.71 mins
S010303-v2.zip 0.68 mins
S010603-v2.zip 0.68 mins
S010703-v2.zip 0.81 mins
S010803-v2.zip 0.66 mins
S010903-v2.zip 0.68 mins
S011003-v2.zip 0.80 mins
S011303-v2.zip 0.79 mins
S011403-v2.zip 0.79 mins
S011503-v2.zip 0.79 mins
S011603-v2.zip 0.89 mins
S011703-v2.zip 0.74 mins
S012003-v2.zip 0.00 mins
S012103-v2.zip 0.84 mins
S012203-v2.zip 0.82 mins
S012303-v2.zip 0.86 mins
S012403-v2.zip 0.79 mins
S012703-v2.zip 0.95 mins
S012803-v2.zip 0.87 mins
S012903-v2.zip 0.82 mins
S013003-v2.zip 0.80 mins
S013103-v2.zip 0.68 mins
S020303-v2.zip 0.65 mins
S020403-v2.zip 0.69 mins
S020503-v2.zip 0.76 mins
S020603-v2.zip 0.78 mins
S020703-v2.zip 0.78 mins
S021003-v2.zip 0.84 mins
S021103-v2.zip 0.76 mins
S021203-v2.zip 0.73 mins
S021303-v2.zip 0.69 mins
S021403-v2.zip 0.75 mins
S021703-v2.zip 0.76 mins
S021803-v2.zip 0.66 mins
S021903-v2.zip 0.71 mins
S022003-v2.zip 0.67 mins
S022103-v2.zip 0.76 mins
S022503-v2.zip 0.77 mins
S022603-v2.zip 0.67 mins
S022703-v2.zip 0.84 mins
S022803-v2.zip 0.68 mins
S030303-v2.zip 0.64 mins
S030403-v2.zip 0.68 mins
S030503-v2.zip 0.70 mins
S030603-v2.zip 0.79 mins
S030703-v2.zip 0.77 mins
S031003-v2.zip 0.73 mins
S031103-v2.zip 0.76 mins
S031203-v2.zip 0.77 mins
S031303-v2.zip 0.85 mins
S031403-v2.zip 0.82 mins
S031703-v2.zip 0.79 mins
S031803-v2.zip 0.78 mins
S031903-v2.zip 0.84 mins
S032003-v2.zip 1.02 mins
S032103-v2.zip 0.90 mins
S032403-v2.zip 0.80 mins
S032503-v2.zip 0.78 mins
S032603-v2.zip 0.81 mins
S032703-v2.zip 0.65 mins
S032803-v2.zip 0.74 mins
S033103-v2.zip 0.81 mins
S040103-v2.zip 0.92 mins
S040203-v2.zip 0.77 mins
S040303-v2.zip 0.76 mins
S040403-v2.zip 0.73 mins
S040703-v2.zip 0.76 mins
S040803-v2.zip 0.87 mins
S040903-v2.zip 0.86 mins
S041003-v2.zip 0.68 mins
S041103-v2.zip 0.74 mins
S041403-v2.zip 1.07 mins
S041503-v2.zip 0.82 mins
S041603-v2.zip 0.78 mins
S041703-v2.zip 0.71 mins
S041803-v2.zip 0.00 mins
S042103-v2.zip 0.73 mins
S042203-v2.zip 0.79 mins
S042303-v2.zip 0.78 mins
S042403-v2.zip 0.73 mins
S042503-v2.zip 0.78 mins
S042803-v2.zip 0.81 mins
S042903-v2.zip 0.88 mins
S043003-v2.zip 0.84 mins
S050103-v2.zip 0.58 mins
S050203-v2.zip 0.83 mins
S050503-v2.zip 0.97 mins
S050603-v2.zip 0.85 mins
S050703-v2.zip 0.95 mins
S050803-v2.zip 1.15 mins
S050903-v2.zip 0.85 mins
S051203-v2.zip 0.97 mins
S051303-v2.zip 1.01 mins
S051403-v2.zip 0.89 mins
S051503-v2.zip 1.04 mins
S051603-v2.zip 0.89 mins
S051903-v2.zip 0.91 mins
S052003-v2.zip 1.05 mins
S052103-v2.zip 1.07 mins
S052203-v2.zip 0.88 mins
S052303-v2.zip 0.84 mins
S052603-v2.zip 0.00 mins
S052703-v2.zip 0.97 mins
S052803-v2.zip 1.08 mins
S052903-v2.zip 1.00 mins
S053003-v2.zip 1.01 mins
S060203-v2.zip 1.06 mins
S060303-v2.zip 0.92 mins
S060403-v2.zip 0.94 mins
S060503-v2.zip 0.92 mins
S060603-v2.zip 1.06 mins
S060903-v2.zip 0.79 mins
S061003-v2.zip 0.81 mins
S061103-v2.zip 0.81 mins
S061203-v2.zip 0.72 mins
S061303-v2.zip 0.72 mins
S061603-v2.zip 0.60 mins
S061703-v2.zip 0.73 mins
S061803-v2.zip 0.78 mins
S061903-v2.zip 0.72 mins
S062003-v2.zip 0.66 mins
S062303-v2.zip 0.65 mins
S062403-v2.zip 0.82 mins
S062503-v2.zip 0.79 mins
S062603-v2.zip 0.74 mins
S062703-v2.zip 0.78 mins
S063003-v2.zip 0.70 mins
S070103-v2.zip 0.76 mins
S070203-v2.zip 0.72 mins
S070303-v2.zip 0.51 mins
S070403-v2.zip 0.00 mins
S070703-v2.zip 0.70 mins
S070803-v2.zip 0.74 mins
S070903-v2.zip 0.73 mins
S071003-v2.zip 0.78 mins
S071103-v2.zip 0.71 mins
S071403-v2.zip 0.79 mins
S071503-v2.zip 0.84 mins
S071603-v2.zip 0.77 mins
S071703-v2.zip 0.84 mins
S071803-v2.zip 0.71 mins
S072103-v2.zip 0.70 mins
S072203-v2.zip 0.96 mins
S072303-v2.zip 0.92 mins
S072403-v2.zip 0.80 mins
S072503-v2.zip 0.93 mins
S072803-v2.zip 0.81 mins
S072903-v2.zip 0.73 mins
S073003-v2.zip 0.60 mins
S073103-v2.zip 0.69 mins
S080103-v2.zip 0.61 mins
S080403-v2.zip 0.72 mins
S080503-v2.zip 0.72 mins
S080603-v2.zip 0.89 mins
S080703-v2.zip 0.76 mins
S080803-v2.zip 0.58 mins
S081103-v2.zip 0.52 mins
S081203-v2.zip 0.53 mins
S081303-v2.zip 0.59 mins
S081403-v2.zip 0.61 mins
S081503-v2.zip 0.25 mins
S081803-v2.zip 0.59 mins
S081903-v2.zip 0.62 mins
S082003-v2.zip 0.65 mins
S082103-v2.zip 0.61 mins
S082203-v2.zip 0.69 mins
S082503-v2.zip 0.57 mins
S082603-v2.zip 0.69 mins
S082703-v2.zip 0.59 mins
S082803-v2.zip 0.66 mins
S082903-v2.zip 0.53 mins
S090103-v2.zip 0.00 mins
S090203-v2.zip 0.72 mins
S090303-v2.zip 0.81 mins
S090403-v2.zip 0.78 mins
S090503-v2.zip 0.78 mins
S090803-v2.zip 0.75 mins
S090903-v2.zip 0.81 mins
S091003-v2.zip 0.80 mins
S091103-v2.zip 0.85 mins
