28900000 0
34300000 0
34300000 0
34300000 0
34300000 0
34400000 0
34400000 0
34400000 0
34400000 0
34400000 0
34500000 0
34500000 0
34500000 0
34500000 0
34500000 0
34500000 0
34500000 0
34500000 0
34500000 0
34600000 0
34600000 0
34600000 0
34600000 0
34600000 0
34600000 0
34600000 0
34600000 0
34700000 0
34700000 0
34800000 0
34800000 0
34800000 0
34800000 0
34800000 0
34800000 0
34900000 0
34900000 0
34900000 0
35000000 0
35100000 0
35100000 0
35100000 0
35100000 0
35100000 0
35200000 0
35200000 0
35200000 0
35300000 0
35300000 0
35400000 0
35400000 0
35500000 0
35500000 0
35600000 0
35700000 0
35700000 0
35700000 0
35700000 0
35800000 0
35800000 0
35800000 0
35800000 0
35800000 0
35800000 0
35900000 0
35900000 0
35900000 0
35900000 0
36100000 0
36100000 0
36200000 0
36200000 0
36200000 0
36200000 0
36200000 0
36300000 0
36300000 0
36300000 0
36300000 0
36400000 0
36400000 0
36500000 0
36500000 0
36500000 0
36500000 0
36500000 0
36600000 0
36600000 0
36600000 0
36700000 0
36700000 0
36700000 0
36800000 0
36900000 0
37000000 0
37100000 0
37100000 0
37200000 0
37200000 0
37200000 0
37200000 0
37200000 0
37300000 0
37300000 0
37400000 0
37400000 0
37400000 0
37400000 0
37400000 0
37400000 0
37500000 0
37500000 0
37500000 0
37500000 0
37600000 0
37600000 0
37600000 0
37700000 0
37700000 0
37800000 0
37800000 0
37900000 34
37900000 34
38000000 38
38000000 38
38100000 34
38100000 34
38100000 34
38200000 44
38200000 44
38300000 29
38300000 29
38300000 29
38300000 29
38300000 29
38400000 43
38400000 43
38400000 43
38400000 43
38400000 43
38500000 41
38600000 49
38600000 49
38700000 54
38700000 54
38700000 54
38700000 54
38700000 54
38700000 54
38700000 54
38800000 58
38800000 58
38800000 58
38800000 58
38800000 58
38900000 61
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39000000 55
39100000 56
39100000 56
39100000 56
39100000 56
39100000 56
39500000 56
39500000 56
39600000 61
39600000 61
39600000 61
39600000 61
39600000 61
39600000 61
39700000 68
39700000 68
39700000 68
39700000 68
39700000 68
39700000 68
39800000 67
39800000 67
39800000 67
39900000 65
40000000 59
40000000 59
40000000 59
40000000 59
40000000 59
40100000 66
40200000 71
40200000 71
40200000 71
40300000 73
40300000 73
40300000 73
40300000 73
40300000 73
40300000 73
40600000 81
40600000 81
40600000 81
40600000 81
40600000 81
40600000 81
40600000 81
40600000 81
40600000 81
40600000 81
40700000 76
40800000 80
41000000 76
41100000 76
41100000 76
41100000 76
41200000 75
41500000 85
41500000 85
41500000 85
41500000 85
41500000 85
41600000 84
41600000 84
41600000 84
41600000 84
41600000 84
41800000 77
41800000 77
41800000 77
41800000 77
41800000 77
41800000 77
41800000 77
41900000 72
42000000 77
42000000 77
42000000 77
42000000 77
42000000 77
42200000 95
